Aleph-ID|Autor|Titel|Aufl.|Jahr|ISBN|SPRACHE|Signatur|Fach
001378269|Cyffka, Andreas|PONS Großwörterbuch Deutsch als Fremdsprache|1. Aufl., [Nachdr.]|0|978-3-12-517046-9|ger|110 GB 1490 C995|29
001175881|Daemmrich, Horst S.|Themen und Motive in der Literatur|2., überarb. und erw. Aufl.|1995|978-3-8252-8034-5|ger|110 EC 1020 D123|27
001137141|Dahlheim, Werner|Geschichte der Römischen Kaiserzeit|3., überarb. und erw. Aufl.|2003|3-486-49673-5|ger|110 NB 1400 D131|34
001687596|Daniel, Ute|Kompendium Kulturgeschichte|6. Aufl.|2014|978-3-518-29123-8|ger|110 NK 4750 D184|34
001127822|Davies, John Kenyon|Das klassische Griechenland und die Demokratie|5. Aufl.|1996|3-423-04401-2|ger|110 NB 1400 D255|34
001110465|Davison, Gerald C.|Klinische Psychologie|7., vollst. überarb. und erw. Aufl.|2007|3-621-27614-9|ger|110 CU 1000 D265(7)|03
000599478|De Vaus, David A.|Research design in social research|1. publ.|2001|0-7619-5347-7|eng|110 MR 2000 D488|06
000967852|Degen, Horst|Statistik-Lehrbuch|2., bearb. Aufl.|2002|3-486-27240-3|ger|110 SK 800 D317|11
001557384|Degenhart, Christoph|Klausurenkurs im Staatsrecht|6., neu bearb. Aufl.|2012|978-3-8114-9880-8|ger|110 PL 210 D317-2(6)|09
001623642|Degenhart, Christoph|Klausurenkurs im Staatsrecht|3., neu bearb. Aufl.|2013|978-3-8114-9319-3|ger|110 PL 210 D317-1(3)|09
001623633|Degenhart, Christoph|Staatsrecht|29., neu bearb. Aufl.|2013|978-3-8114-9339-1|ger|110 PL 375 D317-1(29)|09
000872997|Degering, Thomas|Kurze Geschichte der Novelle||1994|3-8252-1798-1|ger|110 GE 6001 D317|27
000632020|Deitel, Harvey M.|Simply Java programming||2004|0-13-142648-6|eng|110 ST 250 J35 S612|12
001577725|Deitel, Paul J.|Java|9. ed., internat. ed.|2012|0-273-75976-0|eng|110 ST 250 J41 D325(9e)|12
001442980|Demel, Walter|Vom aufgeklärten Reformstaat zum bürokratischen Staatsabsolutismus|2., um ein Nachtr. erw. Aufl.|2010|978-3-486-59240-5|ger|110 NB 1600 D376(2)|34
001571902|Dethloff, Nina|Familienrecht|30., neu überarb. Aufl. / des von Günther Beitzke begr. und in der 26. und 27. Aufl. von Alexander Lüderitz bearb. Werkes|2012|978-3-406-63269-3|ger|110 PD 7306 B423(30)|09
001595924|Detterbeck, Steffen|Allgemeines Verwaltungsrecht|11. Aufl.|2013|978-3-406-64748-2|ger|110 PN 225 D483(11)|09
001639581|Deutsch, Erwin|Deliktsrecht|6., vollständig überarb. und erw. Aufl.|2014|978-3-8006-4758-3|ger|110 PD 6026 D486(6)|09
001639961|Deutsch, Erwin|Medizinrecht|7. Aufl.|2014|978-3-642-38148-5|ger|110 PN 731 D486(7)|09
001413457|Dick, Walter|The systematic design of instruction|7. ed.|2009|978-0-205-58556-4|eng|110 DP 1742 D547(7)|05
001681685|Diekmann, Andreas|Empirische Sozialforschung|Vollst. überarb. und erw. Neuausg., 7. Aufl.|2013|978-3-499-55678-4|ger|110 MR 2000 D559(7)|06
001378244|Dietrich, Rainer|Psycholinguistik|2., aktualisierte und erw. Aufl.|2007|3-476-12342-1|ger|110 ER 900 D566|29
001555629|Dietrich, Wolf|Einführung in die spanische Sprachwissenschaft|6., neu bearb. und wesentlich erw. Aufl. / von Wolf Dietrich und Volker Noll|2012|978-3-503-13719-0|ger|110 IM 1650 D566(6)|30
000333901|Diller, Hermann|Preispolitik|4., vollst. neu bearb. und erw. Aufl.|2008|3-17-019492-5|ger|110 QP 622 D578(4)|08
001175806|Dinzelbacher, Peter|Sachwörterbuch der Mediävistik||1992|3-520-47701-7|ger|110 EC 1020 D587|27
001420781|Dirlmeier, Ulf|Europa im Spätmittelalter 1215 - 1378|2. Aufl.|2009|978-3-486-58796-8|ger|110 NB 1600 D599|34
000581208|Dobbener, Reinhard|Lineare Algebra|4., überarb. Aufl.|2001|3-486-25606-8|ger|110 SK 220 D632|11
001493685|Dobrowolski, Manfred|Angewandte Funktionalanalysis|2., korrigierte und überarb. Aufl.|2010|978-3-642-15268-9|ger|110 SK 600 D634(2)|11
001442997|Doering-Manteuffel, Anselm|Die deutsche Frage und das europäische Staatensystem 1815 - 1871|3., um einen Nachtr. erw. Aufl.|2010|978-3-486-59675-5|ger|110 NB 2000 D652(3)|34
000981741|Donalies, Elke|Basiswissen Deutsche Wortbildung||2007|3-8252-2876-2|ger|110 GC 6728 D676|29
001610922|Dornbusch, Rudiger|Macroeconomics|11. ed., internat. ed.|2011|978-0-07-128925-2|eng|110 QC 300 D713(11e)|08
001684017|Dornbusch, Rudiger|Macroeconomics|12. Ed., internat. ed.|2014|978-1-259-07096-9|eng|110 QC 300 D713(12e)|08
001584390|Dowling, Peter J.|International human resource management|6. ed.|2013|978-1-4080-3209-1|eng|110 QV 570 D747(6e)|08
001618942|Dreger, Christian|Ökonometrie|5., überarb. u. aktualis. Aufl.|2014|978-3-8349-3381-2|ger|110 QH 310 E19(5)|08
001579203|Dreher, Meinrad|Wettbewerbs- und Kartellrecht|8., völlig neu bearb. Aufl.|2014|978-3-8114-7043-9|ger|110 PE 755 R615(8)|09
001209102|Drost, André|Übungsbuch zu Felderer/Homburg|5., neu bearb. und erw. Aufl.|2003|3-540-43944-7|ger|110 QC 300 F312 D787|08
001348311|Drukarczyk, Jochen|Finanzierung|10., völlig neu bearb. Aufl.|2008|978-3-8282-0408-9|ger|110 QP 710 D794|08
001213030|Duchhardt, Heinz|Altes Reich und europäische Staatenwelt||1990|3-486-55421-2|ger|110 NB 1600 D829|34
001142089|Duchhardt, Heinz|Barock und Aufklärung|4., neu bearb. und erw. Aufl. des Bandes "Das Zeitalter des Absolutismus"|2007|3-486-49744-8|ger|110 NB 1600 D829(4)|34
000937405|Dumke, Reiner|Software-Engineering|2., erw. und überarb. Aufl.|2000|3-528-15355-5|ger|110 ST 230 D888|12
001372112|Döpfner, Manfred|Therapieprogramm für Kinder mit hyperkinetischem und oppositionellem Problemverhalten THOP|4., vollst. überarb. Aufl.|2007|978-3-621-27604-7|ger|110 CU 8100 D651|03
001366956|Döring, Tobias|Postcolonial literatures in English|1. Aufl.|2008|978-3-12-939559-2|eng|110 HP 1120 D652|28
000803892|Dörr, Volker C.|Weimarer Klassik||2007|3-8252-2926-2|ger|110 GK 2177 D652|29
001623531|Dürr, Hansjochen|Baurecht Baden-Württemberg|14. Aufl.|2013|978-3-8487-0053-0|ger|110 PN 581 D853(14)|09
001331747|Dürscheid, Christa|Syntax|4., überarb. und erg. Aufl.|2007|3-525-26546-8|ger|110 ET 600 D853|29
001621119|Dütz, Wilhelm|Arbeitsrecht|18., neu bearb. Aufl.|2013|978-3-406-65255-4|ger|110 PF 250 D853(18)|09
000397436|Eagleton, Terry|Literary theory|Repr.|1985|0-631-13258-9|eng|110 EC 1820 E11|27
000850179|Echtle, Klaus|Lehrbuch der Programmierung mit Java|1. Aufl.|2000|3-932588-22-3|ger|110 ST 250 J35 E18|12
001687403|Eckey, Hans-Friedrich|Deskriptive Statistik|5., überarb. Aufl.|2008|978-3-8349-0859-9|ger|110 SK 800 E19 S797(5)|11
001544661|Eckstein, Peter P.|Angewandte Statistik mit SPSS|7., überarb. Aufl.|2012|978-3-8349-3570-0|ger|110 ST 601 S69 E19(7)|11
001577092|Eckstein, Peter P.|Klausurtraining Statistik|6., aktual. u. erw. Aufl.|2013|978-3-658-00027-1|ger|110 SK 800 E19(6)|11
001688507|Eco, Umberto|Wie man eine wissenschaftliche Abschlußarbeit schreibt|13., unveränd. Aufl. der dt. Ausg.|2010|978-3-8252-1512-5|ger|110 AK 39580 E19(13)|01
001567591|Ehlers, Joachim|Die Entstehung des Deutschen Reiches|4. Aufl.|2012|978-3-486-71721-1|ger|110 NB 1600 E33(4)|34
001226296|Eicher, Thomas|Arbeitsbuch: Literaturwissenschaft||1996|3-8252-8124-8|ger|110 EC 1610 E34|27
001624926|Eid, Michael|Statistik und Forschungsmethoden|3., korr. Aufl.|2013|978-3-621-27524-8|ger|110 CM 1000 E34(3)|03
001433673|Eilam, Eldad|Reversing|[Nachdr.]|0|0-7645-7481-7|eng|110 ST 277 E34|12
001416980|Eisenberg, Peter|Duden - Die Grammatik|8., überarb. Aufl.|2009|978-3-411-04048-3|ger|110 AH 11005 E36|29
000956548|Eisenführ, Franz|Fallstudien zu rationalem Entscheiden||2001|3-540-41715-X|ger|110 QP 327 E36 F136|08
001409585|Eisenführ, Franz|Rational decision making||2010|978-3-642-02850-2|eng|110 QP 327 E36(e)|08
001453444|Eisenführ, Franz|Rationales Entscheiden|5., überarb. und erw. Aufl.|2010|978-3-642-02848-9|ger|110 QP 327 E36(5)|08
001639929|Eisenhardt, Ulrich|Deutsche Rechtsgeschichte|6., überarb. Aufl.|2013|978-3-406-65690-3|ger|110 PW 4000 E36(6)|09
001506524|Eisenhardt, Ulrich|Gesellschaftsrecht|15., völlig neu bearb. Aufl.|2011|978-3-8114-9839-6|ger|110 PE 375 E36-1(15)|09
001519427|Eisenhardt, Ulrich|Gesellschaftsrecht||2013|978-3-8114-9841-9|ger|110 PE 375 E36-2|09
001368006|Elit, Stefan|Lyrik||2008|978-3-8252-3111-8|ger|110 EC 6050 E43|29
000962396|Ellison, Pat Taylor|Business English for the 21st century|4. ed., student ed.|0|0-13-227165-6|eng|110 HD 232 E47|28
001553855|Embretson, Susan E.|Item response theory for psychologists|Repr.|2009|0-8058-2819-2|eng|110 CM 2500 E53|03
001591041|Emmerich, Volker|BGB-Schuldrecht Besonderer Teil|13., neu bearb. Aufl.|2012|978-3-8114-9888-4|ger|110 PD 4306 E54(13)|09
001104841|Emmerich, Volker|Das Recht der Leistungsstörungen|6., völlig neubearb. Aufl.|2005|3-406-53044-3|ger|110 PD 3940 E54|09
001554252|Emmerich, Volker|Kartellrecht|12. Aufl.|2012|978-3-406-63266-2|ger|110 PE 755 E54(12)|09
001370392|Enchelmaier, Stefan|Europäisches Wirtschaftsrecht||2005|3-17-018586-1|ger|110 PS 3760 E56|09
000998514|Endres, Rudolf|Adel in der frühen Neuzeit||1993|3-486-55742-4|ger|110 NB 2000 E56|34
000846886|Engel, Stefan|Die Diplomarbeit|3., überarb. und aktualisierte Aufl.|2003|3-7910-9240-5|ger|110 AK 39580 E57|01
001413095|Engel, Ulrich|Syntax der deutschen Gegenwartssprache|4., völlig neu bearb. Aufl.|2009|978-3-503-09882-8|ger|110 GC 7123 E57|29
001411357|Engelhardt, Werner Hans|Grundzüge der doppelten Buchhaltung|8., vollst. überarb. Aufl.|2010|978-3-8349-1760-7|ger|110 QP 829 E57(8)|08
001622302|Engländer, Armin|Grundkurs StPO|8., neu bearb. Aufl.|2013|978-3-406-65223-3|ger|110 PH 4700 V916(8)|09
000707195|Erbe, Michael|Frühe Neuzeit||2007|3-17-018973-5|ger|110 NB 1600 E65|34
001628076|Erbguth, Wilfried|Allgemeines Verwaltungsrecht|6., überarb. und erw. Aufl.|2014|978-3-8487-0649-5|ger|110 PN 225 E65(6)|09
001640089|Erbguth, Wilfried|Umweltrecht|5., überarb. und erw. Aufl.|2014|978-3-8487-0648-8|ger|110 PN 794 E65(5)|09
001261243|Erfurt, Jürgen|Frankophonie||2005|3-8252-2645-X|ger|110 ID 2785 E67|30
001422638|Erichsen, Hans-Uwe|Allgemeines Verwaltungsrecht|14., neu bearb. Aufl.|2010|978-3-89949-622-2|ger|110 PN 225 E68(14)|09
000761538|Erickson, Jon L.|Grundkurs anglistische Sprachwissenschaft|1. Aufl., [Nachdr.]|2001|3-12-939565-2|ger|110 HF 100 E68|27
001688502|Erlenkötter, Helmut|C++|16., überarb. Aufl.|2014|978-3-499-60077-7|ger|110 ST 250 C01 E69(16)|11
001333988|Ernst, Hartmut|Grundkurs Informatik|4., vollst. überarb. Aufl.|2008|978-3-8348-0362-7|ger|110 ST 110 E71(4)|12
001348012|Eroms, Hans-Werner|Stil und Stilistik||2008|3-503-09823-2|ger|110 GC 8001 E71|29
001609928|Esch, Franz-Rudolf|Marketing|4., überarb., Aufl.|2013|978-3-8006-4691-3|ger|110 QP 600 E74|08
001080160|Esch, Franz-Rudolf|Moderne Markenführung|4., vollst. überarb. u. erw. Aufl.|2005|3-409-53642-6|ger|110 QP 624 E74 M689|08
001524259|Esch, Franz-Rudolf|Strategie und Technik der Markenführung|7., vollst. überarb. und erw. Aufl.|2012|978-3-8006-4257-1|ger|110 QP 624 E74(7)|08
001373193|Esselborn-Krumbiegel, Helga|Von der Idee zum Text|3., überarb. Aufl.|2008|978-3-8252-2334-2|ger|110 AK 39580 E78(3)|01
001083173|Esser, Frank|Politische Kommunikation im internationalen Vergleich|1. Aufl.|2003|3-531-13625-9|ger|110 AP 12850 E78|25
001156359|Esser, Hartmut|Soziologie|Studienausg.|0|3-593-37144-8|ger|110 MQ 1200 E78 S752-1|06
000936301|Esser, Hartmut|Soziologie|Studienausg.|0|3-593-37145-6|ger|110 MQ 1200 E78 S752-2|06
000796653|Esser, Hartmut|Soziologie|Studienausg.|0|3-593-37146-4|ger|110 MQ 1200 E78 S752-3|06
000765714|Esser, Hartmut|Soziologie|Studienausg.|0|3-593-37147-2|ger|110 MQ 1200 E78 S752-4|06
000733759|Esser, Hartmut|Soziologie|Studienausg.|0|3-593-37148-0|ger|110 MQ 1200 E78 S752-5|06
000873788|Esser, Hartmut|Soziologie|Studienausg.|0|3-593-37149-9|ger|110 MQ 1200 E78 S752-6|06
000475080|Esser, Hartmut|Soziologie|2., durchges. Aufl.|1996|3-593-34960-4|ger|110 MQ 1200 E78(2)|06
